name,lat,lon,cluster,source,max_abs
esperance-176a-aus-uhslc,-33.87,121.897,303,uhslc,0.6728584077451991
esperance-62080-aus-bom,-33.8709,121.8954,303,bom,0.685186027776131
esperanza-9752695-usa-noaa,18.0939,-65.4714,22,noaa,0.2781795473553708
essexville_mi-9075034-usa-noaa,43.6417,-83.8467,712,noaa,1.358562444439117
essexville_mi-9075035-usa-noaa,43.6404,-83.8468,712,noaa,1.2267176423831532
euro_platform-eurpfm-nld-rws,51.9986,3.2764,1007,rws,2.127650598694125
exmouth-62435-aus-bom,-21.9549,114.1409,601,bom,1.0507731456832512
fahrenholz_up-79-deu-wsv,53.3603,10.3155,987,wsv,2.0256182295175758
fairport_oh-9063053-usa-noaa,41.7597,-81.2811,158,noaa,0.5141968943277467
fanning-012b-kir-uhslc,3.907,-159.387,64,uhslc,0.3687434631308971
faraday-700a-ata-uhslc,-65.25,-64.267,472,uhslc,0.8688176442468506
farge-4104-deu-wsv,53.2047,8.5102,1153,wsv,4.119653476639881
felixstowe-fel-gbr-bodc,51.9577,1.3466,1005,bodc,2.238501195100877
felixstowe-fel-gbr-cmems,51.9667,1.35,1005,cmems,2.1239455139127643
fermi_power_plant_mi-9063090-usa-noaa,41.96,-83.257,1055,noaa,2.4428115313103427
fernandina_beach-8720030-usa-noaa,30.6714,-81.4658,986,noaa,2.0199654412829533
ferrol-fer-esp-cmems,43.463,-8.326,590,cmems,1.0374773245629434
ferrol2-fer-esp-cmems,43.4762,-8.2485,550,cmems,0.9718133647031738
fishermans_landing-h052003b-aus-bom,-23.78,151.17,571,bom,1.0109266746036816
fishguard-fis-gbr-bodc,52.0132,-4.9837,576,bodc,1.0158649853260242
fishguard-fis-gbr-cmems,52.0167,-4.9833,576,cmems,2.4179726951595963
flores_santa_cruz-210a-prt-uhslc,39.453,-31.12,493,uhslc,0.8917818026065164
foglo_degerby-134252-fin-fmi,60.03,20.38,169,fmi,0.5237538111954816
forsmark-2179-swe-smhi,60.4086,18.2108,464,smhi,0.9274061781002148
forsmark-for-swe-cmems,60.4086,18.2108,464,cmems,0.8625309417683013
forster-209402-aus-bom,-32.174,152.5082,144,bom,0.4954967015458698
fort_denison-333a-aus-uhslc,-33.855,151.227,152,uhslc,0.5040556824161094
fort_gratiot_mi-9014098-usa-noaa,43.0069,-82.4225,370,noaa,1.0274450750265638
fort_hamilton_new_york_1-8517942-usa-da_sat,40.6067,-74.035,843,da_sat,1.506870692887602
fort_myers-8725520-usa-noaa,26.648,-81.871,603,noaa,1.051959517850112
fort_point-8423898-usa-noaa,43.0714,-70.7106,636,noaa,1.0998784786617548
fort_pulaski-8670870-usa-noaa,32.0367,-80.9017,993,noaa,2.059075952981999
fort_pulaski_ga-752a-usa-uhslc,32.033,-80.902,993,uhslc,2.0602726397877467
fort_wayne_mi-9044036-usa-noaa,42.2983,-83.0933,386,noaa,0.7751027226332525
forteau_bay-2590-can-meds,51.45,-56.88,434,meds,0.8315485635093489
fos_sur_mer-719-fra-refmar,43.4049,4.8929,107,refmar,0.449330849680938
fredericia-fre-dnk-cmems,55.5667,9.75,708,cmems,1.221589898145551
frederikshavn-fre-dnk-cmems,57.4333,10.5667,798,cmems,1.398236047331792
fremantle-175a-aus-uhslc,-32.05,115.733,444,uhslc,0.8394703773070833
fremantle-62230-aus-bom,-32.0558,115.7395,444,bom,0.872501215616824
french_frigate-014a-usa-uhslc,23.868,-166.288,126,uhslc,0.4709509456793666
friday_harbor-9449880-usa-noaa,48.5453,-123.0129,466,noaa,0.863309513858159
fuerteventura-fue-esp-cmems,28.5,-13.85,30,cmems,0.3060999874076162
fukaura-ma57-jpn-jodc_jma,40.6472,139.9264,150,jodc_jma,0.5022309331767895
fukue-ma50-jpn-jodc_jma,32.6961,128.8494,398,jodc_jma,0.7884801996047691
fulford_harbour_bc-7330-can-meds,48.77,-123.45,362,meds,0.7422032697801999
funafuti-025a-tuv-uhslc,-8.525,179.195,28,uhslc,0.3013313846447135
funafuti-025b-tuv-uhslc,-8.503,179.21,27,uhslc,0.2983592946231855
funafuti-67440-tuv-bom,-8.5025,179.1952,27,bom,0.2982802102706071
funchal-218b-prt-uhslc,32.643,-16.913,502,uhslc,0.9043248077753164
furuogrund-2055-swe-smhi,64.9158,21.2306,619,smhi,1.0781205967455725
furuogrund-fur-swe-cmems,64.9158,21.2306,619,cmems,1.0781338795811948
fushikitoyamako-0107-jpn-jodc_pahb,36.7752,137.1181,81,jodc_pahb,0.4043666679877042
fynshav-fyn-dnk-cmems,55.0,9.9833,827,cmems,1.467211588616739
galets_60minute-gal-fra-cmems,-20.92,55.3,633,cmems,1.0949040338862583
galveston_bay_entrance-8771341-usa-noaa,29.3573,-94.7248,624,noaa,1.0831134179064787
galveston_pier_21-775a-usa-uhslc,29.31,-94.793,1067,uhslc,2.554140264442112
galveston_pier_21-8771450-usa-noaa,29.31,-94.7933,1067,noaa,2.650378615927298
galveston_pleasure_pier-8771510-usa-noaa,29.2853,-94.7894,1041,noaa,2.6231764565065974
galveston_ppier-767a-usa-uhslc,29.287,-94.79,1041,uhslc,2.372017924195039
galway_port-gal-irl-mi_c,53.269,-9.048,855,mi_c,1.5275950421063706
gamebridge_ontario-16500-can-meds,44.47,-79.17,20,meds,0.2692376729401329
gan-109a-mdv-uhslc,-0.687,73.152,2,uhslc,0.1652236998011615
gandia-gan-esp-cmems,38.995,-0.152,215,cmems,0.5707398293248896
gatineau-16105-can-meds,45.43,-75.71,839,meds,1.497280218715909
gedser-837a-dnk-uhslc,54.567,11.933,865,uhslc,1.551999292479446
gedser-ged-dnk-dmi,54.5667,11.9333,865,dmi,1.838560937440504
geelong-60770-aus-bom,-38.1467,144.3633,393,bom,0.7828280859904132
genova-gen-ita-ispra,44.4101,8.9255,110,ispra,0.4507409790423024
georgetown-60950-aus-bom,-41.11,146.82,666,bom,1.14319609478013
geraldton-62290-aus-bom,-28.776,114.6019,432,bom,0.8258592633444096
geting-326a-mys-uhslc,6.227,102.107,420,uhslc,0.8132581112671038
geulhaven-geulhvn-nld-rws,51.8886,4.3138,1028,rws,2.2775882153159386
gibraltar-289a-gbr-uhslc,36.133,-5.35,115,uhslc,0.4558747117779241
gibraltar_mi-9044020-usa-noaa,42.0917,-83.1867,925,noaa,1.6930462733555582
gijon-gij-esp-cmems,43.558,-5.698,146,cmems,0.4988689308864292
gladstone-59750-aus-bom,-23.8333,151.25,631,bom,1.0920922904946286
gloucester_point-8637624-usa-noaa,37.2467,-76.5,784,noaa,1.3774585537662711
gluckstadt-80-deu-wsv,53.7844,9.4094,1143,wsv,3.90978250100528
gobo-ma68-jpn-jodc_jma,33.8508,135.1644,330,jodc_jma,0.704488555785964
goderich_ontario-11860-can-meds,43.75,-81.73,284,meds,0.6500053294017214
goidschalxoord-goidsod-nld-rws,51.8303,4.4516,928,rws,1.7089253903247774
gold_coast_southport-60051-aus-bom,-27.9667,153.4167,207,bom,0.5651512701493306
gomera-gom-esp-cmems,28.0,-17.0,8,cmems,0.2149272933503127
goods_island-58200-aus-bom,-10.5639,142.1486,970,bom,1.8663721017882324
goteborg_torshamnen-2109-swe-smhi,57.6847,11.7906,796,smhi,1.3983308533777303
goteborgklippan-got-swe-cmems,57.6833,11.9,639,cmems,1.101621896054547
goteborgorsh-819a-swe-uhslc,57.685,11.79,796,uhslc,1.395373934473142
goteborgtorshamnen-got-swe-cmems,57.6847,11.7906,796,cmems,1.3953739348178311
gouda_brug-goudbg-nld-rws,52.0068,4.7206,994,rws,2.0681492790983618
grand_isle-8761724-usa-noaa,29.263,-89.957,689,noaa,1.2333558304962255
grand_isle_la-765a-usa-uhslc,29.263,-89.957,689,uhslc,1.1972509459664726
grauerort-81-deu-wsv,53.6779,9.4949,1156,wsv,4.235910516173958
green_bay_wi-9087079-usa-noaa,44.5411,-88.0072,919,noaa,1.678598287510192
greifswald_wiek-gre-deu-bfg,54.0977,13.4572,819,bfg,1.4458223285534628
grena-gre-dnk-cmems,56.4111,10.9306,924,cmems,1.6898279643215643
grenville-16045-can-meds,45.63,-74.61,548,meds,0.9678384962358486
grondines-3325-can-meds,46.59,-72.04,949,meds,1.7836156730943753
groote_eylandt-145a-aus-uhslc,-13.86,136.417,717,uhslc,1.2329953073526625
gros_cap_ontario-10920-can-meds,46.53,-84.59,290,meds,0.6587356502453996
guaymas-397-mex-unam,27.9217,-110.8833,198,unam,0.5604715610342372
guaymas-397a-mex-uhslc,27.933,-110.9,197,uhslc,0.5604710430797603
hachijyojima-hd11-jpn-jodc_jcg,33.1303,139.8047,687,jodc_jcg,1.1889192798136117
hachinohe-375a-jpn-uhslc,40.533,141.533,116,uhslc,0.4571946612706104
hachinohe-ma08-jpn-jodc_jma,40.5317,141.5278,116,jodc_jma,0.4648500445067875
hagestein_beneden-hagsbndn-nld-rws,51.9933,5.1321,1088,rws,2.744404446764998
haikou-638a-chn-uhslc,20.017,110.283,979,uhslc,1.9920676967773852
hakata-hd18-jpn-jodc_jcg,33.6186,130.4078,770,jodc_jcg,1.349119593268293
hakodate-364a-jpn-uhslc,41.783,140.717,123,uhslc,0.4650044289902555
hakodate-ma06-jpn-jodc_jma,41.7817,140.7247,123,jodc_jma,0.507119992527739
halifax-275a-can-uhslc,44.667,-63.583,644,uhslc,1.1092108043042457
halifax-490-can-meds,44.67,-63.58,644,meds,1.1091481600016584
hamada-348a-jpn-uhslc,34.9,132.067,373,uhslc,0.7548052603983613
hamada-ma66-jpn-jodc_jma,34.8972,132.0661,373,jodc_jma,0.7542712740308909
hamina-ham-fin-cmems,60.5628,27.1792,773,cmems,1.35522420463571
hamina_pitajansaari-134254-fin-fmi,60.56,27.18,773,fmi,1.3552242008472226
hammerfest-hft-nor-nhs,70.6646,23.6832,490,nhs,0.889304636870364
hanasaki-ma03-jpn-jodc_jma,43.2781,145.5678,323,jodc_jma,0.6964584969152694
hanimaadhoo-117b-mdv-uhslc,6.767,73.173,12,uhslc,0.2523304072021933
hanko-han-fin-cmems,59.8229,22.9766,392,cmems,0.7814527447981889
hanko_pikku_kolalahti-134253-fin-fmi,59.82,22.98,392,fmi,0.7814527294164669
hansweert-hanswt-nld-rws,51.4456,4.007,1081,rws,2.6639697881893576
harbor_beach_mi-9075014-usa-noaa,43.8464,-82.6431,196,noaa,0.559418850742282
harburg-3341-deu-wsv,53.4727,9.9918,1165,wsv,4.683044676801603
haringvliet_10-harvt10-nld-rws,51.8631,3.8608,1044,rws,2.3850851879422152
haringvlietsluizen_buiten-harvszbtn-nld-rws,51.8292,4.0448,1077,rws,2.6356464833768967
harlingen-harlgn-nld-rws,53.1756,5.4093,1110,rws,2.989438272216208
harrington_harbour-2550-can-meds,50.5,-59.48,628,meds,1.0917062452668016
harrisville_mi-9075059-usa-noaa,44.6593,-83.2863,74,noaa,0.3889352085215824
harstad-har-nor-nhs,68.8013,16.5482,457,nhs,0.8566772613417879
harvest_oil_p_ca-594a-usa-uhslc,34.468,-120.673,37,uhslc,0.3203987292913409
harvey-dvhar01-aus-bom,-32.6835,115.6761,292,bom,0.6603595754789263
havre_de_grace-8574070-usa-noaa,39.5367,-76.09,929,noaa,1.7117804363823623
hay_point-59511-aus-bom,-21.2683,149.3033,665,bom,1.141939168714873
hechthausen-83-deu-wsv,53.6405,9.2528,1013,wsv,2.170194137496712
heimsjo-hei-nor-nhs,63.4252,9.1015,875,nhs,1.5808137599655216
helgeroa-hro-nor-nhs,58.9952,9.8564,710,nhs,1.2240456128920396
helgoland-84-deu-wsv,54.1789,7.8899,1074,wsv,2.598647415177004
helsinki-hel-fin-cmems,60.1536,24.9562,581,cmems,1.0202447893938762
helsinki_kaivopuisto-132310-fin-fmi,60.15,24.96,581,fmi,1.0202447816495008
herne_bay-hby-gbr-cco,51.382,1.1155,1124,cco,3.29484500857982
hesnaes-hes-dnk-cmems,54.8167,12.1333,967,cmems,1.861755292525044
hetlingen-4876-deu-wsv,53.6094,9.5843,1158,wsv,4.277042620753229
heysham-hey-gbr-bodc,54.0318,-2.9202,1047,bodc,2.3923240873820304
hillarys-132a-aus-uhslc,-31.825,115.738,376,uhslc,0.7721431843218558
hillarys-62237-aus-bom,-31.8256,115.7386,376,bom,0.7620472048623199
hilo-1617760-usa-noaa,19.7303,-155.06,186,noaa,0.5832828270940383
hilo_hawaii-060a-usa-uhslc,19.733,-155.067,186,uhslc,0.5462000702671821
hinkley-hin-gbr-cmems,51.2167,-3.1333,983,cmems,2.6566920658481825
hinkley_point-hin-gbr-bodc,51.2152,-3.1345,983,bodc,2.0145360696624666
hirarako-0151-jpn-jodc_pahb,24.8133,125.2783,364,jodc_pahb,0.743501127391798
hiron_point-134a-bgd-uhslc,21.783,89.467,891,uhslc,1.6194059525970417
hiroshima-hd14-jpn-jodc_jcg,34.3531,132.4647,1025,jodc_jcg,2.26397199177889
hobart-339a-aus-uhslc,-42.877,147.342,205,uhslc,0.5637279995048889
hobart-61220-aus-bom,-42.8773,147.341,205,bom,1.1994061000352858
hoek_van_holland-hoekvhld-nld-rws,51.9776,4.1199,1027,rws,2.2719514687946765
holland_cut_near_bethel_island-hol-usa-cdwr,38.0164,-121.5819,803,cdwr,1.4102585478638625
holland_mi-9087031-usa-noaa,42.7733,-86.2128,244,noaa,0.5947148152450324
holwerd-holwd-nld-rws,53.3954,5.8766,1108,rws,2.981933188065044
holyhead-hol-gbr-bodc,53.3139,-4.6204,720,bodc,1.2454815054151576
hong_kong-329a-hkg-uhslc,22.3,114.2,828,uhslc,1.4681544621995823
hong_kong-329b-hkg-uhslc,22.3,114.217,828,uhslc,2.017752154848514
honiara-009a-slb-uhslc,-9.425,159.957,3,uhslc,0.2458569048112404
honiara-009b-slb-uhslc,-9.422,159.955,3,uhslc,0.1881604081522782
honiara-56670-slb-bom,-9.4289,159.9554,3,bom,0.2493968307747796
honningsvag-801a-nor-uhslc,70.983,25.983,310,uhslc,0.6786379768030306
honningsvag-hvg-nor-nhs,70.9803,25.9727,310,nhs,0.8126772319588597
honolulu-1612340-usa-noaa,21.3067,-157.867,259,noaa,0.8764477374808572
honolulu_hawaii-057b-usa-uhslc,21.307,-157.867,259,uhslc,0.6094051538900872
hornbaek-838a-dnk-uhslc,56.1,12.467,824,uhslc,1.6912083880443494
hornbaek-hor-dnk-cmems,56.1,12.4667,824,cmems,1.46535758564769
hornbaek-hor-dnk-dmi,56.1,12.4667,824,dmi,1.870720293009944
hosojima-358a-jpn-uhslc,32.417,131.683,413,uhslc,0.8029545978254574
hosojima-gs02-jpn-jodc_giaj,32.4286,131.6695,413,jodc_giaj,0.8737260780089323
hovell_pile-60721-aus-bom,-38.3271,144.8987,326,bom,0.7004120138982448
huelva-hue-esp-cmems,37.132,-6.834,213,cmems,0.5681320807055634
huibertgat-huibgt-nld-rws,53.5737,6.3984,1075,rws,2.60930064701725
humboldt_bay_ca-576a-usa-uhslc,40.767,-124.217,343,uhslc,0.7201713489488415
i_295_bridge-8720357-usa-noaa,30.1917,-81.6917,836,noaa,1.493126612916086
ibis-ibs-usa-cdwr,38.157,-122.113,975,cdwr,1.915633588227582
ibiza-ibi-esp-cmems,38.9111,1.4497,49,cmems,0.3345064765702057
ijmuiden_buitenhaven-ijmdbthvn-nld-rws,52.4623,4.5548,1061,rws,2.4812461054932458
ilfracombe-ilf-gbr-bodc,51.2111,-4.1124,1066,bodc,2.51552728409827
ilha_fiscal_rj-280a-bra-uhslc,-22.897,-43.165,817,uhslc,1.4457038645626823
ilmenau_sperrwerk-86-deu-wsv,53.3939,10.1785,1157,wsv,4.29245903175673
immingham-imm-gbr-bodc,53.6304,-0.1875,1045,bodc,2.388192894367116
imperia-imp-ita-ispra,43.8783,8.0189,467,ispra,0.8633139365359319
ince_point-58140-aus-bom,-10.575,142.3117,180,bom,0.5410013999307234
irouzaki-ma78-jpn-jodc_jma,34.6117,138.8492,668,jodc_jma,1.145572100871757
ishigaki-365a-jpn-uhslc,24.333,124.15,443,uhslc,0.8403766939791327
ishigaki-ma45-jpn-jodc_jma,24.3322,124.1636,443,jodc_jma,0.8376564221000701
ishikariko-0145-jpn-jodc_pahb,43.2133,141.3117,305,jodc_pahb,0.6745245861574375
ito-gs19-jpn-jodc_giaj,34.8956,139.133,173,jodc_giaj,0.5302357839628136
itzehoe-87-deu-wsv,53.9212,9.5014,1085,wsv,2.69834823202126
iwanaiko-0137-jpn-jodc_pahb,42.9872,140.5072,206,jodc_pahb,0.5640922638695864
izuhara-hd23-jpn-jodc_jcg,34.1978,129.2917,657,jodc_jcg,1.1241896980547683
jackson_bay-65180-nzl-bom,-43.9728,168.6156,361,bom,0.7416966715706492
jakarta-161a-idn-uhslc,-6.117,106.85,428,uhslc,0.8213035602532811
jervis_bay-216470-aus-bom,-35.122,150.7076,62,bom,0.3664633627042837
johnston-052a-usa-uhslc,16.738,-169.53,324,uhslc,1.0335156665925596
johnston_atoll-1619000-usa-noaa,16.7383,-169.53,324,noaa,0.6974493192391426
johor_baharu-321a-mys-uhslc,1.462,103.792,311,uhslc,0.6815737589808175
juan_fernandez-021b-chl-uhslc,-33.637,-78.83,322,uhslc,0.6953073217597283
juelsminde-jue-dnk-cmems,55.7167,10.0167,988,cmems,2.0314809748851546
juneau-9452210-usa-noaa,58.2988,-134.4106,768,noaa,1.3375065607317171
jurien_bay-jujur01-aus-bom,-30.2872,115.0428,260,bom,0.6184480734926625
juten_sjov-35101-swe-smhi,58.6328,16.3336,417,smhi,0.8068103521732828
kabelvag-kab-nor-nhs,68.2126,14.4821,763,nhs,1.3293067636721911
kagoshima-ma42-jpn-jodc_jma,31.5925,130.5647,605,jodc_jma,1.0534768323231254
kahului-059a-usa-uhslc,20.9,-156.467,366,uhslc,0.7462071703283271
kahului-1615680-usa-noaa,20.895,-156.4767,366,noaa,0.7441172065415954
kainan-gs05-jpn-jodc_giaj,34.1442,135.1914,394,jodc_giaj,0.7831533632283354
kalix_storon-2157-swe-smhi,65.6969,23.0961,734,smhi,1.267039110878013
kalixstoron-kal-swe-cmems,65.6969,23.0961,734,cmems,1.2671215954387898
kamaishi-hd05-jpn-jodc_jcg,39.2733,141.8892,570,jodc_jcg,1.0069626972383183
kanazawako-0105-jpn-jodc_pahb,36.6178,136.6028,111,jodc_pahb,0.45138645304203
kanmen-632a-chn-uhslc,28.088,121.282,904,uhslc,1.6514602434375494
kanton-013a-kir-uhslc,-2.81,-171.718,25,uhslc,0.4553338792841627
kanton-013b-kir-uhslc,-2.81,-171.718,25,uhslc,0.2895604040011349
kaohsiung-340a-chn-uhslc,22.615,120.288,193,uhslc,0.555354387296445
kapingamarangi-029a-fsm-uhslc,1.098,154.777,319,uhslc,0.6907814759468268
kariya-gs17-jpn-jodc_giaj,33.4731,129.8492,786,jodc_giaj,1.3812161823835434
karumba-63580-aus-bom,-17.4917,140.8333,995,bom,2.073329698917856
kashimako-0101-jpn-jodc_pahb,35.9295,140.6936,429,jodc_pahb,0.8222776433880308
kashiwazaki-gs08-jpn-jodc_giaj,37.3567,138.5086,304,jodc_giaj,0.6743248089184309
kaskinen-kas-fin-cmems,62.344,21.2148,558,cmems,0.986913210625366
kaskinen_adskar-134251-fin-fmi,62.34,21.21,558,fmi,0.986913215654855
kats_buiten-katsbtn-nld-rws,51.5439,3.8654,1034,rws,2.3073764743525484
katsuura-gs11-jpn-jodc_giaj,35.1294,140.2494,489,jodc_giaj,0.8889482292457729
kawaihae-1617433-usa-noaa,20.0366,-155.8294,242,noaa,0.5994300548278778
kawaihae-552a-usa-uhslc,20.033,-155.833,242,uhslc,0.5940939337276119
kawasaki-ma59-jpn-jodc_jma,35.5,139.7667,483,jodc_jma,0.8819486576377573
keelung-341a-chn-uhslc,25.155,121.752,407,uhslc,0.7967152565104423
keizersveer-keizvr-nld-rws,51.7202,4.8944,758,rws,1.3148216800523556
kelang-140a-mys-uhslc,3.05,101.358,561,uhslc,0.9893625578728515
keling-141a-mys-uhslc,2.215,102.153,101,uhslc,0.4445373341401279
kemi-kem-fin-cmems,65.6729,24.5153,868,cmems,1.5587336254480368
kemi_ajos-100539-fin-fmi,65.67,24.52,868,fmi,1.558733622145725
kerguelen-180a-fra-uhslc,-49.345,70.22,214,uhslc,0.570700905434833
ketchikan-9450460-usa-noaa,55.3319,-131.6261,859,noaa,1.6527653281474268
ketchikan_ak-571a-usa-uhslc,55.333,-131.625,859,uhslc,1.533965772706213
key_colony_beach-8723962-usa-noaa,24.7183,-81.0167,78,noaa,0.4028555267175256
key_west-8724580-usa-noaa,24.5508,-81.8081,450,noaa,0.8455608298959434
key_west_fl-242a-usa-uhslc,24.553,-81.808,450,uhslc,0.8453904687200346
kielholtenau-kie-deu-cmems,54.3722,10.1569,898,cmems,1.6370181837382305
killybegs-kil-irl-cmems,54.6364,-8.3949,621,cmems,1.1409145740329234
killybegs_port-kil-irl-mi_c,54.6364,-8.3949,621,mi_c,1.0803231875858426
king_cove-9459881-usa-noaa,55.0599,-162.3261,593,noaa,1.0415637332318812
kings_point-8516945-usa-noaa,40.8103,-73.765,1134,noaa,3.613666985502234
kingston_ontario-13988-can-meds,44.22,-76.52,288,meds,0.6539174135503295
kingsville_ontario-12065-can-meds,42.03,-82.73,876,meds,1.5830632526411417
kinlochbervie-kin-gbr-bodc,58.4567,-5.0502,735,bodc,1.2698545546895432
kiptopeke-8632200-usa-noaa,37.1652,-75.9884,587,noaa,1.034722534938494
klagshamn-2095-swe-smhi,55.5222,12.8936,751,smhi,1.3023408361353783
klagshamn-kla-swe-cmems,55.5222,12.8936,751,cmems,1.3023408361256654
knysna-186a-zaf-uhslc,-34.05,23.045,527,uhslc,0.939346801349938
ko_lak-328a-tha-uhslc,11.795,99.817,703,uhslc,1.214486685423892
ko_taphao_noi-148a-tha-uhslc,7.832,98.425,258,uhslc,0.6082616702715729
kobe-ma31-jpn-jodc_jma,34.6822,135.1903,741,jodc_jma,1.2813499685291945
kobenhavn-kob-dnk-cmems,55.7,12.6,594,cmems,1.0419844272275427
kochi-ma38-jpn-jodc_jma,33.4992,133.5692,505,jodc_jma,0.9076291930067472
kodiak_isl_alaska-039a-usa-uhslc,57.732,-152.512,359,uhslc,0.9295762107777992
kodiak_island-9457292-usa-noaa,57.7303,-152.5139,359,noaa,0.7398001806310354
kolka-kol-lva-cmems,57.7333,22.5833,727,cmems,1.2522592791978857
kollmar-88-deu-wsv,53.732,9.4608,1149,wsv,3.9909835035607335
komatsushima-ma36-jpn-jodc_jma,34.0092,134.5878,526,jodc_jma,0.9383136012030416
kop_van_het_land-kopvhld-nld-rws,51.7883,4.7576,696,rws,1.2056841384222652
kornwerderzand_buiten-kornwdzbtn-nld-rws,53.0699,5.3366,1091,rws,2.7777996816994346
korsor-kor-dnk-cmems,55.3333,11.1333,607,cmems,1.0564287115470168
koserow-kos-deu-cmems,54.0603,14.0008,848,cmems,1.511895624129892
kota_kinabalu-386a-mys-uhslc,5.983,116.067,276,uhslc,0.6397145425386574
kozushima-hd09-jpn-jodc_jcg,34.2092,139.1317,512,jodc_jcg,0.9195124913899642
krammer-krammr-nld-rws,51.6663,4.0954,1036,rws,2.3128429411051368
krammersluizen_west-krammszwt-nld-rws,51.6593,4.1443,1065,rws,2.504392595608379
krautsand-89-deu-wsv,53.754,9.3908,1144,wsv,3.910119219263679
kreekrak_noord-kreekrnd-nld-rws,51.45,4.2298,1098,rws,2.8344290072265994
krimpen_ad_ijssel-krimpadijsl-nld-rws,51.9165,4.5785,996,rws,2.07992826265085
krimpen_ad_lek-krimpadlk-nld-rws,51.8907,4.6289,976,rws,1.9369398443207475
kristiansund-ksu-nor-nhs,63.1139,7.7344,585,nhs,1.0323737788290928
kronstadt-kro-rus-cmems,59.9667,29.75,837,cmems,1.495038474041258
kruckau_sperrwerk_bp-90-deu-wsv,53.7164,9.5262,1129,wsv,3.418080044411953
kuantan-322a-mys-uhslc,3.975,103.43,272,uhslc,0.6385352620395145
kuchinotsu-ma48-jpn-jodc_jma,32.6053,130.1953,623,jodc_jma,1.0811365366487895
kujiko-0111-jpn-jodc_pahb,40.1922,141.7967,750,jodc_pahb,1.3019971130710604
kukup-325a-mys-uhslc,1.325,103.443,491,uhslc,0.8913025991139538
kumano-ma65-jpn-jodc_jma,33.9258,136.1689,188,jodc_jma,0.5490524818633028
kungsholmsfort-2088-swe-smhi,56.1053,15.5894,523,smhi,0.937556433926304
kungsholmsfort-kun-swe-cmems,56.1053,15.5894,523,cmems,0.9376196006205592
kungsvik-2130-swe-smhi,58.9967,11.1272,744,smhi,1.2919743895863451
kungsvik-kun-swe-cmems,58.9967,11.1272,744,cmems,1.2915283503171713
kure-gs13-jpn-jodc_giaj,33.3336,133.2433,456,jodc_giaj,0.8564514046698105
kure-hd13-jpn-jodc_jcg,34.2405,132.5503,810,jodc_jcg,1.43502899462884
kurihamako-0161-jpn-jodc_pahb,35.2275,139.7211,353,jodc_pahb,0.730174376841131
kushimoto-353a-jpn-uhslc,33.483,135.767,557,uhslc,0.9843763842388048
kushimoto-ma26-jpn-jodc_jma,33.4758,135.7733,557,jodc_jma,0.9951224427134222
kushiro-350a-jpn-uhslc,42.967,144.367,224,uhslc,0.575269730710454
kushiro-ma04-jpn-jodc_jma,42.9755,144.3714,224,jodc_jma,0.5782591953389807
kutsugatako-0129-jpn-jodc_pahb,45.1895,141.138,357,jodc_pahb,0.7353537297162649
kwajalein-055a-mhl-uhslc,8.733,167.733,65,uhslc,0.4018567114853066
kwajalein-1820000-usa-noaa,8.7317,167.7361,65,noaa,0.3723130355168388
la_coruna-830a-esp-uhslc,43.367,-8.4,108,uhslc,1.5136953074006003
la_jolla-9410230-usa-noaa,32.8669,-117.2571,294,noaa,0.8153334454921661
la_jolla_ca-554a-usa-uhslc,32.867,-117.257,294,uhslc,0.6633907186084402
la_libertad-091a-ecu-uhslc,-2.2,-80.917,268,uhslc,0.6288988618873995
la_paz-671-mex-unam,24.2667,-110.3333,341,unam,0.7180430594671962
la_paz-671a-mex-uhslc,24.162,-110.345,340,uhslc,0.7180197903635208
la_prairie-15470-can-meds,45.47,-73.51,785,meds,1.3789226535518373
la_push-9442396-usa-noaa,47.913,-124.6369,1126,noaa,3.3253146499682247
la_salle_ontario-11985-can-meds,42.24,-83.11,397,meds,0.7878239753488039
la_union-086a-slv-uhslc,13.333,-87.817,540,uhslc,0.964358020962737
lac_saint_pierre-15975-can-meds,46.19,-72.9,777,meds,1.3593766384319097
lachine-15390-can-meds,45.43,-73.67,465,meds,0.8629500638525516
lagos_algarve-723a-prt-uhslc,37.098,-8.668,235,uhslc,0.5854058374313156
lameshur_bay-9751381-usa-noaa,18.3182,-64.7242,67,noaa,0.3772350013480862
lampedusa-lam-ita-ispra,35.4998,12.6044,651,ispra,1.1160016947125266
lamu-149b-ken-uhslc,-2.272,40.903,26,uhslc,0.2973263675764326
landsort-2073-swe-smhi,58.75,17.8667,202,smhi,0.5626157367575342
landsort1-lan-swe-cmems,58.75,17.8667,202,cmems,0.5626542278153944
landsort_norra-2507-swe-smhi,58.7689,17.8589,77,smhi,0.3991319063515365
landsortnorra-lan-swe-cmems,58.7689,17.8589,77,cmems,0.421166425499748
langkawi-142a-mys-uhslc,6.87,99.77,83,uhslc,0.4130531053082011
lapalma-lap-esp-cmems,28.678,-17.768,11,cmems,0.239724866026138
lark_harbour-2685-can-meds,49.1,-58.37,650,meds,1.1152669169583995
las_palmas-217d-esp-uhslc,28.133,-15.417,32,uhslc,0.3089090153582039
laspalmas-las-esp-cmems,28.141,-15.412,32,cmems,0.3850693021579984
lautoka-402a-fji-uhslc,-17.605,177.438,156,uhslc,0.5077946891308154
lautoka-67070-fji-bom,-17.6053,177.4381,156,bom,0.5096596230037989
lauwersoog-lauwog-nld-rws,53.4087,6.197,1118,rws,3.128666098763456
