name,lat,lon,cluster,source,max_abs
de_tour_village_mi-9075099-usa-noaa,45.9925,-83.8982,128,noaa,0.4747856835891603
deal_pier-dlp-gbr-cco,51.2238,1.4092,1038,cco,2.3211454345065268
deeneplaat-deenpt-nld-rws,51.7396,4.7167,737,rws,1.2722115942637937
degerby-deg-fin-cmems,60.0319,20.3848,169,cmems,0.5237538112621165
delaware_city-8551762-usa-noaa,39.5817,-75.5883,910,noaa,1.6596618544206336
delfzijl-delfzl-nld-rws,53.3264,6.9331,1130,rws,3.4798231442873018
den_helder-denhdr-nld-rws,52.9644,4.745,1058,rws,2.4596977508198505
deschaillons-3335-can-meds,46.56,-72.11,956,meds,1.8062652499806504
devonport-60930-aus-bom,-41.15,146.3833,871,bom,1.574015797484155
devonport-dev-gbr-bodc,50.3684,-4.1852,454,bodc,0.9498688656620414
devonport-dev-gbr-da_idh,50.3684,-4.1852,454,da_idh,1.9976808053986657
diego_garcia-104d-gbr-uhslc,-7.29,72.393,17,uhslc,0.2627622409737662
dieppe-24-fra-refmar,49.9292,1.0845,901,refmar,1.654155494176387
dieppe_60minute-die-fra-cmems,49.93,1.085,901,cmems,1.6470722506871156
discovery_bay_at_discovery_bay_blv-dbd-usa-cdwr,37.8928,-121.6025,355,cdwr,0.7311984775782783
donges-396-fra-refmar,47.3057,-2.0883,874,refmar,1.5813645589107164
donges_60minute-don-fra-cmems,47.3057,-2.0883,874,cmems,1.5804147061200764
dongfang-637a-chn-uhslc,19.1,108.617,445,uhslc,0.8402478000629773
dordrecht-dordt-nld-rws,51.8195,4.6707,867,rws,1.5582895292420949
dover-dov-gbr-bodc,51.1144,1.3225,966,bodc,1.8558093820054973
draghallan-2062-swe-smhi,62.3333,17.4667,503,smhi,0.9052247861101692
draghallan-dra-swe-cmems,62.3333,17.4667,503,cmems,0.9052247861023028
drogden-dro-dnk-cmems,55.5358,12.7117,952,cmems,1.787830168588569
dry_dock_mi-9014087-usa-noaa,42.9453,-82.4433,278,noaa,0.6429092022289907
dublin_port-dub-irl-mi_c,53.3457,-6.2217,1166,mi_c,4.690142171464492
duck-8651370-usa-noaa,36.1833,-75.7467,711,noaa,1.2252666868606326
duck_pier_nc-260a-usa-uhslc,36.183,-75.747,711,uhslc,1.2243872718946736
duluth_mn-9099064-usa-noaa,46.7758,-92.092,176,noaa,0.5352918945599893
dunkerque-2-fra-refmar,51.0481,2.3667,1031,refmar,2.290287526463382
dunkerque_60minute-dun-fra-cmems,51.0482,2.3665,1031,cmems,2.2906404138316008
dunn_paper_mi-9014096-usa-noaa,43.0033,-82.4217,370,noaa,0.7887168156186166
durban-181a-zaf-uhslc,-29.867,31.05,608,uhslc,1.0571037476397915
dutch_harbor_ak-041b-usa-uhslc,53.88,-166.537,200,uhslc,0.5617596530178925
dwarsgat-4100-deu-wsv,53.7187,8.3076,1121,wsv,3.156367616020781
eagle_point-8771013-usa-noaa,29.48,-94.9183,1084,noaa,2.6920347645907734
east_london-187a-zaf-uhslc,-33.017,27.917,662,uhslc,1.129692809766679
easter-022c-chl-uhslc,-27.155,-109.473,695,uhslc,1.2053964346323405
eastport-8410140-usa-noaa,44.9046,-66.9829,947,noaa,2.227195099729742
eastport_me-740a-usa-uhslc,44.903,-66.985,947,uhslc,1.7729012598240963
eden-60530-aus-bom,-37.0712,149.9083,496,bom,0.9005650173336528
eemshaven-eemshvn-nld-rws,53.4487,6.8284,1120,rws,3.146208930747099
elfin_cove-9452634-usa-noaa,58.1947,-136.3469,187,noaa,0.5481587548938818
elhierro-elh-esp-cmems,27.78,-17.9,7,cmems,0.2129648087742454
elmshorn-78-deu-wsv,53.7502,9.6479,944,wsv,1.7641940248596275
elsfleth-4102-deu-wsv,53.264,8.4814,1148,wsv,3.974355997748928
enewetok-006a-mhl-uhslc,11.43,162.387,60,uhslc,0.3621960883896907
ensenada-317-mex-unam,31.855,-116.6333,622,unam,1.0803546269297035
ensenada-317a-mex-uhslc,31.85,-116.633,622,uhslc,1.0803546042106251
erieau_ontario-12250-can-meds,42.26,-81.91,360,meds,0.7404741194298209
esashiko-0140-jpn-jodc_pahb,41.8706,140.1256,542,jodc_pahb,0.9650444518212083
esbjerg-esb-dnk-dmi,55.4667,8.4333,1140,dmi,3.7996565431816913
esmeraldas-098a-ecu-uhslc,0.992,-79.647,1051,uhslc,2.4208141135508456
