name,lat,lon,cluster,source,country,max_abs
majuro-67680-mhl-bom,7.106,171.3728,41,bom,mhl,0.3217592066910461
pohnpei-67950-fsm-bom,6.9867,158.2433,42,bom,fsm,0.3222839202738977
pohnpei-001c-fsm-uhslc,6.978,158.197,43,uhslc,fsm,0.3223135001341517
cristobal-266a-pan-uhslc,9.355,-79.915,44,uhslc,pan,0.3249975694249934
nuku_alofa-038a-ton-uhslc,-21.14,-175.18,45,uhslc,ton,0.3290215570479893
tenerife-ten-esp-cmems,28.48,-16.24,46,cmems,esp,0.3293819875857987
toronto_ontario-13320-can-meds,43.64,-79.38,47,meds,can,0.3331933959261138
cocos-171a-aus-uhslc,-12.117,96.892,48,uhslc,aus,0.33353538656213
ibiza-ibi-esp-cmems,38.9111,1.4497,49,cmems,esp,0.3345064765702057
port_kembla-342a-aus-uhslc,-34.473,150.912,50,uhslc,aus,0.3383182314327001
otranto-otr-ita-ispra,40.1472,18.4971,51,ispra,ita,0.3405430925026615
marquette_cg_mi-9099018-usa-noaa,46.5456,-87.3786,52,noaa,usa,0.3417744936100774
porto_torres-por-ita-ispra,40.8422,8.4039,53,ispra,ita,0.3456066980620771
dakar-223e-sen-uhslc,14.677,-17.42,54,uhslc,sen,0.3499796835572138
motril-mot-esp-cmems,36.72,-3.524,55,cmems,esp,0.350739250354166
oswego_ny-9052030-usa-noaa,43.4642,-76.5118,56,noaa,usa,0.3513351429520517
sado-ma79-jpn-jodc_jma,38.3186,138.5172,57,jodc_jma,jpn,0.3544582413035398
ogi-gs20-jpn-jodc_giaj,37.8147,138.2811,58,jodc_giaj,jpn,0.3548376624492171
chaleix_noumea-16-fra-refmar,-22.2915,166.4367,59,refmar,fra,0.3590207279808689
enewetok-006a-mhl-uhslc,11.43,162.387,60,uhslc,mhl,0.3621960883896907
ponta_delgada-211a-prt-uhslc,37.735,-25.672,61,uhslc,prt,0.3635832428623535
jervis_bay-216470-aus-bom,-35.122,150.7076,62,bom,aus,0.3664633627042837
lumut-143a-mys-uhslc,4.24,100.613,63,uhslc,mys,0.3678206513509405
fanning-012b-kir-uhslc,3.907,-159.387,64,uhslc,kir,0.3687434631308971
kwajalein-1820000-usa-noaa,8.7317,167.7361,65,noaa,usa,0.3723130355168388
malaga-mal-esp-cmems,36.712,-4.417,66,cmems,esp,0.3763954975836793
lameshur_bay-9751381-usa-noaa,18.3182,-64.7242,67,noaa,usa,0.3772350013480862
cartagena-265a-col-uhslc,10.383,-75.533,68,uhslc,col,0.3803428497781217
alpena_mi-9075065-usa-noaa,45.063,-83.4286,69,noaa,usa,0.380656015338641
suva-67050-fji-bom,-18.1342,178.4236,70,bom,fji,0.3809730905153604
palma-palm-esp-ieo,39.5524,2.6389,71,ieo,esp,0.3838848646080579
ascension-asc-gbr-noc,-7.8928,-14.3857,72,noc,gbr,0.3864542574913722
toulon_60minute-tou-fra-cmems,43.1228,5.9146,73,cmems,fra,0.3883453472007796
harrisville_mi-9075059-usa-noaa,44.6593,-83.2863,74,noaa,usa,0.3889352085215824
sydney_port_jackson-213470-aus-bom,-33.8254,151.2585,75,bom,aus,0.3893291481462618
tobermory_ontario-11690-can-meds,45.26,-81.66,76,meds,can,0.3907450136632563
landsort_norra-2507-swe-smhi,58.7689,17.8589,77,smhi,swe,0.3991319063515365
key_colony_beach-8723962-usa-noaa,24.7183,-81.0167,78,noaa,usa,0.4028555267175256
summerstown_ontario-14940-can-meds,45.06,-74.55,79,meds,can,0.4034070949834855
ludington_mi-9087023-usa-noaa,43.9474,-86.4416,80,noaa,usa,0.4035698003084011
fushikitoyamako-0107-jpn-jodc_pahb,36.7752,137.1181,81,jodc_pahb,jpn,0.4043666679877042
saigo-ma54-jpn-jodc_jma,36.2014,133.3311,82,jodc_jma,jpn,0.4109482033082045
langkawi-142a-mys-uhslc,6.87,99.77,83,uhslc,mys,0.4130531053082011
rarotonga-023b-cok-uhslc,-21.2,-159.787,84,uhslc,cok,0.415373298178593
cambridge_bay-6240-can-meds,69.12,-105.07,85,meds,can,0.4161090235504354
settlement_point-257a-bhs-uhslc,26.71,-78.997,86,uhslc,bhs,0.4185954204334528
toyama-349a-jpn-uhslc,36.767,137.233,87,uhslc,jpn,0.4251973507966251
tobishima-gs25-jpn-jodc_giaj,39.1855,139.5478,88,jodc_giaj,jpn,0.4285075152194155
newport_beach-9410580-usa-noaa,33.6033,-117.883,89,noaa,usa,0.4290004434158531
san_juan_pr-245a-usa-uhslc,18.46,-66.117,90,uhslc,usa,0.4309449132725915
miyako-ma09-jpn-jodc_jma,39.6431,141.9753,91,jodc_jma,jpn,0.4314716031994001
nanaoko-0106-jpn-jodc_pahb,37.0495,136.9683,92,jodc_pahb,jpn,0.4328423360898553
ofunato-ma10-jpn-jodc_jma,39.0197,141.7533,93,jodc_jma,jpn,0.4353414411637998
ceuta-207a-esp-uhslc,35.9,-5.317,94,uhslc,esp,0.4391497207900382
yoshioka-hd26-jpn-jodc_jcg,41.4445,140.2383,95,jodc_jcg,jpn,0.4391597878029261
cagliari-cag-ita-ispra,39.2102,9.1143,96,ispra,ita,0.4394173969557317
port_stanley-290b-gbr-uhslc,-51.75,-57.933,97,uhslc,gbr,0.4406916311187978
stanley-sta-gbr-noc,-51.6924,-57.8205,98,noc,gbr,0.4416424870232069
salerno-sal-ita-ispra,40.6766,14.7508,99,ispra,ita,0.4420617549785928
pointe_pitre-272a-fra-uhslc,16.225,-61.532,100,uhslc,fra,0.4429135724447511
keling-141a-mys-uhslc,2.215,102.153,101,uhslc,mys,0.4445373341401279
alexandria-ale-egy-noc,31.2167,29.9167,102,noc,egy,0.4462034612888119
bahia_los_angeles-310a-mex-uhslc,28.958,-113.55,103,uhslc,mex,0.4473634637670023
arica-083a-chl-uhslc,-18.467,-70.333,104,uhslc,chl,0.4476776668679036
talara-092a-per-uhslc,-4.582,-81.282,105,uhslc,per,0.4487531724447955
niigatakonishiko-0103-jpn-jodc_pahb,37.9406,139.0611,106,jodc_pahb,jpn,0.4489707183553489
fos_sur_mer-719-fra-refmar,43.4049,4.8929,107,refmar,fra,0.449330849680938
coruna-cor-esp-cmems,43.357,-8.389,108,cmems,esp,0.4493493923647745
west_neebish_island_mi-9076027-usa-noaa,46.2833,-84.205,109,noaa,usa,0.4500262350890605
genova-gen-ita-ispra,44.4101,8.9255,110,ispra,ita,0.4507409790423024
kanazawako-0105-jpn-jodc_pahb,36.6178,136.6028,111,jodc_pahb,jpn,0.45138645304203
norfolk_island-57700-aus-bom,-29.0584,167.9533,112,bom,aus,0.4517899252082907
spring_bay-61170-aus-bom,-42.5486,147.9283,113,bom,aus,0.4540487546538506
mooloolaba-59950-aus-bom,-26.6867,153.12,114,bom,aus,0.4552278067666747
gibraltar-289a-gbr-uhslc,36.133,-5.35,115,uhslc,gbr,0.4558747117779241
hachinohe-375a-jpn-uhslc,40.533,141.533,116,uhslc,jpn,0.4571946612706104
palermo-pal-ita-ispra,38.1214,13.3713,117,ispra,ita,0.4587401827580206
numbo_noumea-659-fra-refmar,-22.242,166.4162,118,refmar,fra,0.4592466063086699
mombasa-101a-ken-uhslc,-4.07,39.657,119,uhslc,ken,0.4592820271389569
mutsuogawara-0110-jpn-jodc_pahb,40.9264,141.388,120,jodc_pahb,jpn,0.4618170988162621
reunion-164a-fra-uhslc,-20.935,55.285,121,uhslc,fra,0.4633538986535369
mackinaw_city_mi-9075080-usa-noaa,45.8,-84.7211,122,noaa,usa,0.4643830587089634
hakodate-364a-jpn-uhslc,41.783,140.717,123,uhslc,jpn,0.4650044289902555
carloforte-car-ita-ispra,39.148,8.3095,124,ispra,ita,0.4651541411807232
botany_bay-60390-aus-bom,-33.9684,151.2204,125,bom,aus,0.4674932115066853
french_frigate-014a-usa-uhslc,23.868,-166.288,126,uhslc,usa,0.4709509456793666
port_chalmers-669a-nzl-uhslc,-45.817,170.65,127,uhslc,nzl,0.4726880895916367
de_tour_village_mi-9075099-usa-noaa,45.9925,-83.8982,128,noaa,usa,0.4747856835891603
port_louis-103c-mus-uhslc,-20.155,57.495,129,uhslc,mus,0.4760676966108553
ayukawa-ma11-jpn-jodc_jma,38.2967,141.5053,130,jodc_jma,jpn,0.4772304375894327
valencia-val-esp-cmems,39.46,-0.33,131,cmems,esp,0.4843032425842932
nuku_hiva-031a-fra-uhslc,-8.93,-140.082,132,uhslc,fra,0.4847749172476346
menominee_mi-9087088-usa-noaa,45.0959,-87.5899,133,noaa,usa,0.4859103401075891
san_andres-737a-col-uhslc,12.57,-81.702,134,uhslc,col,0.4862979170404484
penrhyn-024a-cok-uhslc,-8.977,-158.053,135,uhslc,cok,0.4868727622292653
sagunto-sag-esp-cmems,39.634,-0.206,136,cmems,esp,0.4874434831862286
callao-093b-per-uhslc,-12.068,-77.167,137,uhslc,per,0.4896372957199042
veracruz_ver-250a-mex-uhslc,19.2,-96.133,138,uhslc,mex,0.4902107353693148
algonac_mi-9014070-usa-noaa,42.6211,-82.5267,139,noaa,usa,0.4903371461128183
coffs_harbour-205470-aus-bom,-30.3029,153.1461,140,bom,aus,0.491085035362817
maizuru-ma55-jpn-jodc_jma,35.4767,135.387,141,jodc_jma,jpn,0.4911661889875503
nawiliwili-1611400-usa-noaa,21.9544,-159.3561,142,noaa,usa,0.49201628447652
macquarie_is-680c-aus-uhslc,-54.483,158.967,143,uhslc,aus,0.4931373207277993
forster-209402-aus-bom,-32.174,152.5082,144,bom,aus,0.4954967015458698
bremer_bay-bbbre01-aus-bom,-34.4248,119.3987,145,bom,aus,0.49884811099823
gijon-gij-esp-cmems,43.558,-5.698,146,cmems,esp,0.4988689308864292
shimokita-ma74-jpn-jodc_jma,41.3647,141.2381,147,jodc_jma,jpn,0.4989206483009281
livorno-liv-ita-ispra,43.5463,10.2993,148,ispra,ita,0.4995062814943187
malakal-007b-plw-uhslc,7.33,134.463,149,uhslc,plw,0.5006623608961311
fukaura-ma57-jpn-jodc_jma,40.6472,139.9264,150,jodc_jma,jpn,0.5022309331767895
atka-9461710-usa-noaa,52.232,-174.1726,151,noaa,usa,0.5030009311490671
fort_denison-333a-aus-uhslc,-33.855,151.227,152,uhslc,aus,0.5040556824161094
rothera-rot-gbr-noc,-67.5713,-68.1298,153,noc,gbr,0.5063327331234666
los_angeles_ca-567a-usa-uhslc,33.72,-118.272,154,uhslc,usa,0.506419595821743
salalah-114a-omn-uhslc,16.935,54.007,155,uhslc,omn,0.5073448430232206
lautoka-402a-fji-uhslc,-17.605,177.438,156,uhslc,fji,0.5077946891308154
barcelona-bar-esp-cmems,41.342,2.163,157,cmems,esp,0.5099892917362758
fairport_oh-9063053-usa-noaa,41.7597,-81.2811,158,noaa,usa,0.5141968943277467
sakai-ma53-jpn-jodc_jma,35.5478,133.2431,159,jodc_jma,jpn,0.5159216623018736
maizuru-hd24-jpn-jodc_jcg,35.4514,135.3178,160,jodc_jcg,jpn,0.5167436139020003
base_prat-730a-chl-uhslc,-62.483,-59.633,161,uhslc,chl,0.5179341761547399
pago_pago-056a-asm-uhslc,-14.283,-170.683,162,uhslc,asm,0.5180620919944507
portland_victoria-129a-aus-uhslc,-38.343,141.613,163,uhslc,aus,0.5221318437415615
miri-388a-mys-uhslc,4.392,113.972,164,uhslc,mys,0.5224226268164106
davis-173a-aus-uhslc,-68.45,77.967,165,uhslc,aus,0.5229885012191208
otaruko-0138-jpn-jodc_pahb,43.1833,141.0336,166,jodc_pahb,jpn,0.5229918989408335
nardana_patches-58178-aus-bom,-10.5048,142.2438,167,bom,aus,0.5232863123339452
patonga-212440-aus-bom,-33.551,151.2746,168,bom,aus,0.523631405712047
foglo_degerby-134252-fin-fmi,60.03,20.38,169,fmi,fin,0.5237538111954816
napier-668a-nzl-uhslc,-39.483,176.917,170,uhslc,nzl,0.5238078009989052
papeete-015b-fra-uhslc,-17.525,-149.567,171,uhslc,fra,0.5277974882604028
sanfrancisco_fort_point-9414920-usa-da_sat,37.8091,-122.4704,172,da_sat,usa,0.5281682353385477
ito-gs19-jpn-jodc_giaj,34.8956,139.133,173,jodc_giaj,jpn,0.5302357839628136
bermuda-259a-gbr-uhslc,32.373,-64.703,174,uhslc,gbr,0.5304497049576306
thessalon_ontario-11070-can-meds,46.25,-83.55,175,meds,can,0.5318195742262994
duluth_mn-9099064-usa-noaa,46.7758,-92.092,176,noaa,usa,0.5352918945599893
culebra-9752235-usa-noaa,18.3009,-65.3025,177,noaa,usa,0.5370151225324221
otaru-ma77-jpn-jodc_jma,43.2067,141.0053,178,jodc_jma,jpn,0.5382291661567431
puerto_princesa-380a-phl-uhslc,9.75,118.733,179,uhslc,phl,0.5398765408093587
ince_point-58140-aus-bom,-10.575,142.3117,180,bom,aus,0.5410013999307234
monterey_ca-555a-usa-uhslc,36.605,-121.888,181,uhslc,usa,0.5420302140383675
alicante_i-ali-esp-da_mm,38.3383,-0.4779,182,da_mm,esp,0.5428166657286491
christiansted_harbor-9751364-usa-noaa,17.7477,-64.6984,183,noaa,usa,0.5445259145246455
charlotte_amalie-9751639-usa-noaa,18.3472,-64.9258,184,noaa,usa,0.5457145788501061
port_alexander-9451054-usa-noaa,56.2466,-134.6477,185,noaa,usa,0.5457671827282916
hilo_hawaii-060a-usa-uhslc,19.733,-155.067,186,uhslc,usa,0.5462000702671821
elfin_cove-9452634-usa-noaa,58.1947,-136.3469,187,noaa,usa,0.5481587548938818
kumano-ma65-jpn-jodc_jma,33.9258,136.1689,188,jodc_jma,jpn,0.5490524818633028
tajiri-gs10-jpn-jodc_giaj,35.5936,134.3161,189,jodc_giaj,jpn,0.5492478938082246
shimizuminato-ma19-jpn-jodc_jma,35.0117,138.5175,190,jodc_jma,jpn,0.5498212199730366
port_vila-046b-vut-uhslc,-17.762,168.293,191,uhslc,vut,0.5499923358171079
us_slip_mi-9076060-usa-noaa,46.5008,-84.3404,192,noaa,usa,0.5533866301890602
kaohsiung-340a-chn-uhslc,22.615,120.288,193,uhslc,chn,0.555354387296445
aomoriko-0104-jpn-jodc_pahb,40.8353,140.7639,194,jodc_pahb,jpn,0.5569702148605774
nylesund-823a-nor-uhslc,78.938,11.938,195,uhslc,nor,0.5577189675383023
harbor_beach_mi-9075014-usa-noaa,43.8464,-82.6431,196,noaa,usa,0.559418850742282
guaymas-397a-mex-uhslc,27.933,-110.9,197,uhslc,mex,0.5604710430797603
guaymas-397-mex-unam,27.9217,-110.8833,198,unam,mex,0.5604715610342372
caddadup-dvcad01-aus-bom,-32.6094,115.6431,199,bom,aus,0.5611777119835082
dutch_harbor_ak-041b-usa-uhslc,53.88,-166.537,200,uhslc,usa,0.5617596530178925
cornwall_ontario-14870-can-meds,45.01,-74.71,201,meds,can,0.5624601311769072
landsort-2073-swe-smhi,58.75,17.8667,202,smhi,swe,0.5626157367575342
michipicoten_ontario-10750-can-meds,47.96,-84.9,203,meds,can,0.5634627360586835
visby-vis-swe-cmems,57.6392,18.2844,204,cmems,swe,0.5634879714252385
hobart-339a-aus-uhslc,-42.877,147.342,205,uhslc,aus,0.5637279995048889
iwanaiko-0137-jpn-jodc_pahb,42.9872,140.5072,206,jodc_pahb,jpn,0.5640922638695864
gold_coast_southport-60051-aus-bom,-27.9667,153.4167,207,bom,aus,0.5651512701493306
syowa_antarctica-127a-ata-uhslc,-69.0,39.6,208,uhslc,ata,0.565190645463688
west_bank_1-8762482-usa-noaa,29.7886,-90.4203,209,noaa,usa,0.5656827674665545
san_felix-035a-chl-uhslc,-26.292,-80.108,210,uhslc,chl,0.5657941931081327
britannia_ontario-16125-can-meds,45.36,-75.81,211,meds,can,0.5663877648799563
chichijima-047a-jpn-uhslc,27.1,142.183,212,uhslc,jpn,0.5672066412869803
huelva-hue-esp-cmems,37.132,-6.834,213,cmems,esp,0.5681320807055634
kerguelen-180a-fra-uhslc,-49.345,70.22,214,uhslc,fra,0.570700905434833
gandia-gan-esp-cmems,38.995,-0.152,215,cmems,esp,0.5707398293248896
cape_vincent_ny-9052000-usa-noaa,44.1303,-76.332,216,noaa,usa,0.57231775157245
burlington_ontario-13150-can-meds,43.3,-79.79,217,meds,can,0.5727941212204818
lime_tree_bay-9751401-usa-noaa,17.6947,-64.7538,218,noaa,usa,0.5731072850613211
okushiri-gs24-jpn-jodc_giaj,42.0786,139.4895,219,jodc_giaj,jpn,0.5736971674200826
alexandria_bay_ny-8311062-usa-noaa,44.3311,-75.9345,220,noaa,usa,0.5740710023690383
uchiura-ma18-jpn-jodc_jma,35.0172,138.8903,221,jodc_jma,jpn,0.5747242661019317
scott_base-663a-nzl-uhslc,-77.85,166.767,222,uhslc,nzl,0.5749321172281082
susa-gs16-jpn-jodc_giaj,34.6275,131.6047,223,jodc_giaj,jpn,0.5750018104649579
kushiro-350a-jpn-uhslc,42.967,144.367,224,uhslc,jpn,0.575269730710454
mera-352a-jpn-uhslc,34.917,139.817,225,uhslc,jpn,0.5752940340610003
albany-62120-aus-bom,-35.0337,117.8926,226,bom,aus,0.5755869900505469
abashiri-ma02-jpn-jodc_jma,44.0194,144.2858,227,jodc_jma,jpn,0.5759448993496745
arrecife-205a-esp-uhslc,28.95,-13.567,228,uhslc,esp,0.5778966628443107
santander-san-esp-cmems,43.461,-3.791,229,cmems,esp,0.580289485759341
cabo_san_lucas-034a-mex-uhslc,22.88,-109.908,230,uhslc,mex,0.5805231654261706
penang-144a-mys-uhslc,5.422,100.347,231,uhslc,mys,0.5810849819801231
sausalito-9414806-usa-da_sat,37.849,-122.4802,232,da_sat,usa,0.5814991855689302
tecumseh_ontario-11975-can-meds,42.34,-82.93,233,meds,can,0.5819928310037573
st_clair_shores_mi-9034052-usa-noaa,42.4732,-82.8792,234,noaa,usa,0.5850488161749147
lagos_algarve-723a-prt-uhslc,37.098,-8.668,235,uhslc,prt,0.5854058374313156
bintulu-387a-mys-uhslc,3.217,113.067,236,uhslc,mys,0.5855852680524831
cebu-379a-phl-uhslc,10.3,123.917,237,uhslc,phl,0.5860311221385166
sibolga-122a-idn-uhslc,1.75,98.767,238,uhslc,idn,0.5866836024761011
okada-ma17-jpn-jodc_jma,34.7895,139.3914,239,jodc_jma,jpn,0.5867236337423691
richmond-9414863-usa-noaa,37.923,-122.4096,240,noaa,usa,0.5907491957904993
port_vendres-75-fra-refmar,42.5199,3.1075,241,refmar,fra,0.5920425208475553
kawaihae-552a-usa-uhslc,20.033,-155.833,242,uhslc,usa,0.5940939337276119
reggio_calabria-reg-ita-ispra,38.1217,15.6489,243,ispra,ita,0.5942511743697825
holland_mi-9087031-usa-noaa,42.7733,-86.2128,244,noaa,usa,0.5947148152450324
marviken-2076-swe-smhi,58.5536,16.8372,245,smhi,swe,0.5948376143755378
marysville_mi-9014084-usa-noaa,42.9067,-82.4667,246,noaa,usa,0.5983392073378275
brockville_ontario-14400-can-meds,44.59,-75.68,247,meds,can,0.5998965129687936
tsushima-ma72-jpn-jodc_jma,34.2596,129.3222,248,jodc_jma,jpn,0.6001413181434809
acajutla-082a-slv-uhslc,13.583,-89.833,249,uhslc,slv,0.6021257438128623
tago-gs22-jpn-jodc_giaj,34.8072,138.7639,250,jodc_giaj,jpn,0.6025335303180231
mona_island-9759938-usa-noaa,18.0899,-67.9385,251,noaa,usa,0.6028261604539431
tauranga-073a-nzl-uhslc,-37.65,176.183,252,uhslc,nzl,0.603155863822081
awashima-hd25-jpn-jodc_jcg,38.4678,139.255,253,jodc_jcg,jpn,0.6037983008440225
onahama-ma12-jpn-jodc_jma,36.9375,140.892,254,jodc_jma,jpn,0.6039497597081388
yaizu-gs23-jpn-jodc_giaj,34.8706,138.3275,255,jodc_giaj,jpn,0.6051581124374656
batemans_bay_princess_jetty-216410-aus-bom,-35.7049,150.1779,256,bom,aus,0.6060349744873368
american_falls_ny-9063009-usa-noaa,43.0811,-79.0614,257,noaa,usa,0.6071022042878403
ko_taphao_noi-148a-tha-uhslc,7.832,98.425,258,uhslc,tha,0.6082616702715729
honolulu_hawaii-057b-usa-uhslc,21.307,-157.867,259,uhslc,usa,0.6094051538900872
jurien_bay-jujur01-aus-bom,-30.2872,115.0428,260,bom,aus,0.6184480734926625
cooktown-h066003a-aus-bom,-15.45,145.25,261,bom,aus,0.6188603684586121
masirah-113a-omn-uhslc,20.687,58.872,262,uhslc,omn,0.6189064133587747
uwajima-ma40-jpn-jodc_jma,33.2272,132.5511,263,jodc_jma,jpn,0.6192084057778582
rosslyn_bay-330a-aus-uhslc,-23.162,150.79,264,uhslc,aus,0.6228414261291172
rumoiko-0132-jpn-jodc_pahb,43.9505,141.635,265,jodc_pahb,jpn,0.6236249767422436
magueyes_island-9759110-usa-noaa,17.9701,-67.0464,266,noaa,usa,0.6265375466143195
port_lambton_ontario-11950-can-meds,42.66,-82.51,267,meds,can,0.6269287933468574
la_libertad-091a-ecu-uhslc,-2.2,-80.917,268,uhslc,ecu,0.6288988618873995
san_jose-675a-gtm-uhslc,13.917,-90.833,269,uhslc,gtm,0.6304813003491381
port_douglas-59040-aus-bom,-16.4833,145.4667,270,bom,aus,0.6338107793711558
mandurah_fishermans_jetty-mhman01-aus-bom,-32.5286,115.7153,271,bom,aus,0.6341884251226106
kuantan-322a-mys-uhslc,3.975,103.43,272,uhslc,mys,0.6385352620395145
alameda-9414750-usa-noaa,37.7717,-122.3,273,noaa,usa,0.6393821250932197
mikuni-gs12-jpn-jodc_giaj,36.2544,136.1489,274,jodc_giaj,jpn,0.6396834171269418
peel_inlet-plpee01-aus-bom,-32.5922,115.7139,275,bom,aus,0.6396955908343384
kota_kinabalu-386a-mys-uhslc,5.983,116.067,276,uhslc,mys,0.6397145425386574
tomakomaihigashiko-0146-jpn-jodc_pahb,42.6058,141.8172,277,jodc_pahb,jpn,0.6406175063729667
dry_dock_mi-9014087-usa-noaa,42.9453,-82.4433,278,noaa,usa,0.6429092022289907
point_iroquois_mi-9099004-usa-noaa,46.4845,-84.6309,279,noaa,usa,0.6432064338787176
ortona-ort-ita-ispra,42.3559,14.4149,280,ispra,ita,0.6438207795936107
shirahama-ma27-jpn-jodc_jma,33.6836,135.3753,281,jodc_jma,jpn,0.6439776583542033
socoa_60minute-soc-fra-cmems,43.3984,-1.6731,282,cmems,fra,0.6468384934502189
perth_barrack_street_jetty-6223a-aus-bom,-31.9597,115.8573,283,bom,aus,0.6487361368949517
goderich_ontario-11860-can-meds,43.75,-81.73,284,meds,can,0.6500053294017214
milwaukee_wi-9087057-usa-noaa,43.002,-87.8876,285,noaa,usa,0.6506375512678848
bluff-072a-nzl-uhslc,-46.6,168.35,286,uhslc,nzl,0.6529304980216055
santa_barbara_ca-577a-usa-uhslc,34.408,-119.685,287,uhslc,usa,0.6533591569183639
kingston_ontario-13988-can-meds,44.22,-76.52,288,meds,can,0.6539174135503295
wakkanai-360a-jpn-uhslc,45.4,141.683,289,uhslc,jpn,0.6584061735277376
gros_cap_ontario-10920-can-meds,46.53,-84.59,290,meds,can,0.6587356502453996
prescott_ontario-14500-can-meds,44.71,-75.52,291,meds,can,0.6601446663184418
harvey-dvhar01-aus-bom,-32.6835,115.6761,292,bom,aus,0.6603595754789263
villagarcia-vil-esp-cmems,42.601,-8.77,293,cmems,esp,0.6626141743428094
la_jolla_ca-554a-usa-uhslc,32.867,-117.257,294,uhslc,usa,0.6633907186084402
ulukhaktok-6380-can-meds,70.74,-117.76,295,meds,can,0.6671908897781574
cascais-209a-prt-uhslc,38.692,-9.417,296,uhslc,prt,0.6676627870548779
tallinn-tal-est-cmems,59.4444,24.7637,297,cmems,est,0.6682597915387005
tappi-hd27-jpn-jodc_jcg,41.2425,140.3814,298,jodc_jcg,jpn,0.6693337041961995
lord_howe-399b-aus-uhslc,-31.517,159.067,299,uhslc,aus,0.669857681888933
stockholm-sto-swe-cmems,59.3242,18.0817,300,cmems,swe,0.670605402937603
marsden_point-398a-nzl-uhslc,-35.833,174.5,301,uhslc,nzl,0.6708018756915326
minamiizu-hd12-jpn-jodc_jcg,34.6253,138.8864,302,jodc_jcg,jpn,0.6717722308726578
esperance-176a-aus-uhslc,-33.87,121.897,303,uhslc,aus,0.6728584077451991
kashiwazaki-gs08-jpn-jodc_giaj,37.3567,138.5086,304,jodc_giaj,jpn,0.6743248089184309
ishikariko-0145-jpn-jodc_pahb,43.2133,141.3117,305,jodc_pahb,jpn,0.6745245861574375
st_clair_state_police_mi-9014080-usa-noaa,42.8122,-82.4856,306,noaa,usa,0.6757319976741724
ciudad_del_carmen-779a-mex-uhslc,18.533,-91.833,307,uhslc,mex,0.6770952721973973
ciudad_del_carmen-403-mex-unam,18.6367,-91.8367,308,unam,mex,0.6771917849468185
cendering-320a-mys-uhslc,5.265,103.187,309,uhslc,mys,0.6776798181745889
honningsvag-801a-nor-uhslc,70.983,25.983,310,uhslc,nor,0.6786379768030306
johor_baharu-321a-mys-uhslc,1.462,103.792,311,uhslc,mys,0.6815737589808175
lobos_de_afuera-084a-per-uhslc,-6.933,-80.717,312,uhslc,per,0.6836077891098936
west_channel_pile-60739-aus-bom,-38.1944,144.7552,313,bom,aus,0.6837271796868662
topolobampo-676a-mex-uhslc,25.6,-109.048,314,uhslc,mex,0.6846214639085139
collingwood_ontario-11500-can-meds,44.51,-80.22,315,meds,can,0.6861389693012379
south_pass-8760551-usa-noaa,28.99,-89.14,316,noaa,usa,0.6866260270576909
queenscliff-60732-aus-bom,-38.2728,144.6626,317,bom,aus,0.68913352087567
redwood_city-9414523-usa-noaa,37.5067,-122.21,318,noaa,usa,0.6892050115307603
kapingamarangi-029a-fsm-uhslc,1.098,154.777,319,uhslc,fsm,0.6907814759468268
apra_harbor_guam-053a-usa-uhslc,13.433,144.65,320,uhslc,usa,0.6921757847860697
burnie-344a-aus-uhslc,-41.05,145.915,321,uhslc,aus,0.6937201810736695
juan_fernandez-021b-chl-uhslc,-33.637,-78.83,322,uhslc,chl,0.6953073217597283
hanasaki-ma03-jpn-jodc_jma,43.2781,145.5678,323,jodc_jma,jpn,0.6964584969152694
johnston_atoll-1619000-usa-noaa,16.7383,-169.53,324,noaa,usa,0.6974493192391426
tioman-323a-mys-uhslc,2.807,104.14,325,uhslc,mys,0.6993585888427173
hovell_pile-60721-aus-bom,-38.3271,144.8987,326,bom,aus,0.7004120138982448
lerwick-293a-gbr-uhslc,60.155,-1.14,327,uhslc,gbr,0.7010144146311925
bermagui-219470-aus-bom,-36.4263,150.0715,328,bom,aus,0.701034524053978
winter_harbour_bc-8735-can-meds,50.51,-128.03,329,meds,can,0.7037186532815508
gobo-ma68-jpn-jodc_jma,33.8508,135.1644,330,jodc_jma,jpn,0.704488555785964
manzanillo-395a-mex-uhslc,19.053,-104.33,331,uhslc,mex,0.7053555386169055
matarani-094b-per-uhslc,-17.002,-72.108,332,uhslc,per,0.7088015544327687
davao-372b-phl-uhslc,7.153,125.663,333,uhslc,phl,0.7090866664681628
santa_monica_ca-578a-usa-uhslc,34.008,-118.5,334,uhslc,usa,0.7100008359298225
acapulco-316-mex-unam,16.8383,-99.9033,335,unam,mex,0.7129205635096089
andenes-800a-nor-uhslc,69.317,16.15,336,uhslc,nor,0.7143777020316937
rodrigues-105a-mus-uhslc,-19.668,63.418,337,uhslc,mus,0.715827453811363
matsumaeko-0121-jpn-jodc_pahb,41.422,140.0914,338,jodc_pahb,jpn,0.7158871009770955
oshoro-gs04-jpn-jodc_giaj,43.2094,140.8583,339,jodc_giaj,jpn,0.7171125899240233
la_paz-671a-mex-uhslc,24.162,-110.345,340,uhslc,mex,0.7180197903635208
la_paz-671-mex-unam,24.2667,-110.3333,341,unam,mex,0.7180430594671962
nauru-004b-nru-uhslc,-0.532,166.91,342,uhslc,nru,0.7199852311218377
humboldt_bay_ca-576a-usa-uhslc,40.767,-124.217,343,uhslc,usa,0.7201713489488415
