name,lat,lon,cluster,source,country,max_abs
owase-ma24-jpn-jodc_jma,34.0764,136.2072,344,jodc_jma,jpn,0.7203351530747985
point_richards_corio_bay-60757-aus-bom,-38.1,144.65,345,bom,aus,0.7225284799012175
little_current_ontario-11195-can-meds,45.98,-81.93,346,meds,can,0.7227006377942156
port_stanley_ontario-12400-can-meds,42.66,-81.21,347,meds,can,0.7230174377708988
urakawa-hd02-jpn-jodc_jcg,42.1642,142.7742,348,jodc_jcg,jpn,0.7235074505259596
alitak-9457804-usa-noaa,56.8974,-154.248,349,noaa,usa,0.7236754315406058
manzanillo-395b-mex-uhslc,19.063,-104.298,350,uhslc,mex,0.7241831153382637
naha-355a-jpn-uhslc,26.217,127.667,351,uhslc,jpn,0.7258232376502176
skagsudde-2321-swe-smhi,63.1906,19.0125,352,smhi,swe,0.7291303421289361
kurihamako-0161-jpn-jodc_pahb,35.2275,139.7211,353,jodc_pahb,jpn,0.730174376841131
miyakejima-357a-jpn-uhslc,34.067,139.482,354,uhslc,jpn,0.7305011254066724
discovery_bay_at_discovery_bay_blv-dbd-usa-cdwr,37.8928,-121.6025,355,cdwr,usa,0.7311984775782783
muroran-hd03-jpn-jodc_jcg,42.3447,140.95,356,jodc_jcg,jpn,0.7328316457660881
kutsugatako-0129-jpn-jodc_pahb,45.1895,141.138,357,jodc_pahb,jpn,0.7353537297162649
omaezaki-ma20-jpn-jodc_jma,34.6083,138.2222,358,jodc_jma,jpn,0.7363861443681452
kodiak_island-9457292-usa-noaa,57.7303,-152.5139,359,noaa,usa,0.7398001806310354
erieau_ontario-12250-can-meds,42.26,-81.91,360,meds,can,0.7404741194298209
jackson_bay-65180-nzl-bom,-43.9728,168.6156,361,bom,nzl,0.7416966715706492
fulford_harbour_bc-7330-can-meds,48.77,-123.45,362,meds,can,0.7422032697801999
resolute-5560-can-meds,74.66,-94.88,363,meds,can,0.7427123628185048
hirarako-0151-jpn-jodc_pahb,24.8133,125.2783,364,jodc_pahb,jpn,0.743501127391798
nikolski-9462450-usa-noaa,52.9406,-168.8713,365,noaa,usa,0.7440215491142529
kahului-1615680-usa-noaa,20.895,-156.4767,366,noaa,usa,0.7441172065415954
awayuki-ma69-jpn-jodc_jma,33.7711,134.5922,367,jodc_jma,jpn,0.7445968401662879
sedili-324a-mys-uhslc,1.932,104.115,368,uhslc,mys,0.7453666244704992
melbourne_williamstown-60780-aus-bom,-37.8657,144.9165,369,bom,aus,0.746855645674624
point_edward_ontario-11940-can-meds,42.99,-82.42,370,meds,can,0.7520304931778317
yokosuka-hd08-jpn-jodc_jcg,35.288,139.6514,371,jodc_jcg,jpn,0.7537271127482319
port_townsend-9444900-usa-noaa,48.1129,-122.7595,372,noaa,usa,0.7539247243369744
hamada-ma66-jpn-jodc_jma,34.8972,132.0661,373,jodc_jma,jpn,0.7542712740308909
pago_bay-1631428-usa-noaa,13.4283,144.7969,374,noaa,usa,0.7575942713307299
choshigyoko-ma64-jpn-jodc_jma,35.7445,140.8583,375,jodc_jma,jpn,0.7577943066035454
hillarys-62237-aus-bom,-31.8256,115.7386,376,bom,aus,0.7620472048623199
cape_town-704a-zaf-uhslc,-33.9,18.433,377,uhslc,zaf,0.7624969903549953
village_cove-9464212-usa-noaa,57.1253,-170.2853,378,noaa,usa,0.7632162027602509
antofagasta-080a-chl-uhslc,-23.653,-70.405,379,uhslc,chl,0.7632961044802673
yamba-60130-aus-bom,-29.429,153.3621,380,bom,aus,0.7655227024290896
ogdensburg_ny-8311030-usa-noaa,44.7017,-75.494,381,noaa,usa,0.7667351977656365
port_inland_mi-9087096-usa-noaa,45.9699,-85.8715,382,noaa,usa,0.7689261527574255
bamfield_bc-8545-can-meds,48.84,-125.14,383,meds,can,0.7702846797736065
lorne-60790-aus-bom,-38.5472,143.9888,384,bom,aus,0.7735907438364265
tanjong_pagar-699a-sgp-uhslc,1.262,103.853,385,uhslc,sgp,0.7741746055229564
fort_wayne_mi-9044036-usa-noaa,42.2983,-83.0933,386,noaa,usa,0.7751027226332525
spikarna-2061-swe-smhi,62.3633,17.5311,387,smhi,swe,0.7751524951074793
urangan-59850-aus-bom,-25.2983,152.9083,388,bom,aus,0.7764994525320118
victoria_harbour_bc-7120-can-meds,48.42,-123.37,389,meds,can,0.7775544982095693
sand_point-9459450-usa-noaa,55.3317,-160.5043,390,noaa,usa,0.7802474207401675
wakayama-ma28-jpn-jodc_jma,34.2217,135.1455,391,jodc_jma,jpn,0.7813560991122104
hanko_pikku_kolalahti-134253-fin-fmi,59.82,22.98,392,fmi,fin,0.7814527294164669
geelong-60770-aus-bom,-38.1467,144.3633,393,bom,aus,0.7828280859904132
kainan-gs05-jpn-jodc_giaj,34.1442,135.1914,394,jodc_giaj,jpn,0.7831533632283354
san_juan-096a-per-uhslc,-15.367,-75.2,395,uhslc,per,0.7853651450388476
tacoma-9446484-usa-noaa,47.27,-122.413,396,noaa,usa,0.7865645252415825
la_salle_ontario-11985-can-meds,42.24,-83.11,397,meds,can,0.7878239753488039
fukue-ma50-jpn-jodc_jma,32.6961,128.8494,398,jodc_jma,jpn,0.7884801996047691
port_weller_ontario-13030-can-meds,43.24,-79.22,399,meds,can,0.7891441235374792
naze-hd22-jpn-jodc_jcg,28.3992,129.4978,400,jodc_jcg,jpn,0.7913790281891538
tokaikaitei-ma63-jpn-jodc_jma,33.7667,137.5833,401,jodc_jma,jpn,0.7914342466183961
yonaguni-ma76-jpn-jodc_jma,24.4522,122.9419,402,jodc_jma,jpn,0.7921108814962399
pori-por-fin-cmems,61.5944,21.4634,403,cmems,fin,0.7932740280485364
brisbane_bar-59980-aus-bom,-27.3608,153.1719,404,bom,aus,0.7949645951077672
newcastle-60310-aus-bom,-32.9238,151.7889,405,bom,aus,0.7963647128597223
castletownbere_port-cas-irl-mi_c,51.6496,-9.9034,406,mi_c,irl,0.7963790854803096
keelung-341a-chn-uhslc,25.155,121.752,407,uhslc,chn,0.7967152565104423
bakar-bak-hrv-uz,45.3,14.533,408,uz,hrv,0.7969984274736908
patricia_bay_bc-7277-can-meds,48.65,-123.45,409,meds,can,0.7971732576263416
ushuaia-600a-arg-uhslc,-54.805,-68.295,410,uhslc,arg,0.8008938713817214
port_angeles_wa-584a-usa-uhslc,48.125,-123.44,411,uhslc,usa,0.8017296289289595
tromso-tos-nor-nhs,69.6461,18.9548,412,nhs,nor,0.8028244603230659
hosojima-358a-jpn-uhslc,32.417,131.683,413,uhslc,jpn,0.8029545978254574
puerto_angel-672a-mex-uhslc,15.657,-96.493,414,uhslc,mex,0.8053197769241422
rock_cut_mi-9076024-usa-noaa,46.2648,-84.1912,415,noaa,usa,0.8057602725654415
low_head-60948-aus-bom,-41.0651,146.7947,416,bom,aus,0.8059446219407843
juten_sjov-35101-swe-smhi,58.6328,16.3336,417,smhi,swe,0.8068103521732828
pointe_des_cascades-15220-can-meds,45.33,-73.96,418,meds,can,0.8072837454089874
bonanza-bon-esp-cmems,36.8,-6.34,419,cmems,esp,0.8117826895857017
geting-326a-mys-uhslc,6.227,102.107,420,uhslc,mys,0.8132581112671038
beauharnois_aval-15262-can-meds,45.32,-73.92,421,meds,can,0.8139595771381308
windmill_point-8636580-usa-noaa,37.6161,-76.29,422,noaa,usa,0.8144563156889651
southport_north_carolina-8659084-usa-da_sat,33.915,-78.0183,423,da_sat,usa,0.8149041233835215
rauma-rau-fin-cmems,61.1335,21.4258,424,cmems,fin,0.815918775642345
wajima-gs03-jpn-jodc_giaj,37.4058,136.9006,425,jodc_giaj,jpn,0.8159860754126657
tawau-385a-mys-uhslc,4.233,117.883,426,uhslc,mys,0.8192074928510104
pointe_claire-15330-can-meds,45.43,-73.82,427,meds,can,0.8203917548513096
jakarta-161a-idn-uhslc,-6.117,106.85,428,uhslc,idn,0.8213035602532811
kashimako-0101-jpn-jodc_pahb,35.9295,140.6936,429,jodc_pahb,jpn,0.8222776433880308
lyttelton-667a-nzl-uhslc,-43.6,172.717,430,uhslc,nzl,0.8225246799955841
olandsnorraudde-ola-swe-cmems,57.3661,17.0972,431,cmems,swe,0.8241120299898237
geraldton-62290-aus-bom,-28.776,114.6019,432,bom,aus,0.8258592633444096
nelson-077a-nzl-uhslc,-41.267,173.267,433,uhslc,nzl,0.8313736022358774
forteau_bay-2590-can-meds,51.45,-56.88,434,meds,can,0.8315485635093489
st_johns-276b-can-uhslc,47.567,-52.7,435,uhslc,can,0.8323672267886255
ominato-hd04-jpn-jodc_jcg,41.2564,141.145,436,jodc_jcg,jpn,0.8324770036159492
sumoto-ma32-jpn-jodc_jma,34.3467,134.9011,437,jodc_jma,jpn,0.8328841668757629
winchelsea_is_bc-7935-can-meds,49.3,-124.09,438,meds,can,0.8331063347348895
charleston_or-575a-usa-uhslc,43.345,-124.322,439,uhslc,usa,0.8340323352911929
mazatlan-673a-mex-uhslc,23.198,-106.422,440,uhslc,mex,0.8344001666163818
uragami-ma25-jpn-jodc_jma,33.5583,135.8964,441,jodc_jma,jpn,0.8352751945791951
port_chicago-9415144-usa-noaa,38.056,-122.0395,442,noaa,usa,0.8366577442578279
ishigaki-ma45-jpn-jodc_jma,24.3322,124.1636,443,jodc_jma,jpn,0.8376564221000701
fremantle-175a-aus-uhslc,-32.05,115.733,444,uhslc,aus,0.8394703773070833
dongfang-637a-chn-uhslc,19.1,108.617,445,uhslc,chn,0.8402478000629773
